id_str,user_id_str,in_reply_to_status_id_str,in_reply_to_user_id_str,created_at,in_reply_to_screen_name,source,user_name,user_screen_name,user_created_at,user_statuses_count,user_description,user_location,user_verified,user_followers_count,user_friends_count,user_url,text,entities_hashtags,entities_urls,entities_user_mentions,retweeted_status_id
1482044116351414273,151175266,,,2022-01-14 17:37:07+00:00,,Twitter Web App,OR Health Authority,OHAOregon,Wed Jun 02 20:01:14 +0000 2010,14496,We're the state agency responsible for promoting better health and better care at lower costs for all Oregonians.,Oregon,True,31722,1456,https://t.co/hGgRq6aSZT,RT @US_FDA: Please don’t go sticking that #COVID19 testing swab down your throat. Use swabs as instructed: via the nose.,"[{'text': 'COVID19', 'indices': [42, 50]}]",[],"[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [3, 10]}]",1479835504199745537
1482044080985198596,1365825546693804046,1481976640674562048,1470101394019348486,2022-01-14 17:36:58+00:00,EyeDrTayson,Twitter Web App,Riverboat King,DevilsDream22,Sun Feb 28 00:47:44 +0000 2021,386,,,False,16,90,,@EyeDrTayson @B1llyTh2K3d @GovCanHealth It's a total disgrace @US_FDA @GovCanHealth,[],[],"[{'screen_name': 'EyeDrTayson', 'name': 'EyeDrDTayson', 'id': 1470101394019348486, 'id_str': '1470101394019348486', 'indices': [0, 12]}, {'screen_name': 'B1llyTh2K3d', 'name': 'Billythekid123', 'id': 1456357158803709958, 'id_str': '1456357158803709958', 'indices': [13, 25]}, {'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [26, 39]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [62, 69]}, {'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [70, 83]}]",
1482043908133638149,1328392193132867591,,,2022-01-14 17:36:17+00:00,,mitrafinal,MitraClip Bot,MitraBot,Mon Nov 16 17:39:19 +0000 2020,11382,Created by Doctor @KrittanawongMD. A bot that collects Tweets about #InterventionalCardiology and #StructuralHeartDisease,,False,538,1,,RT @Slabodkin: #FDA advises physicians to consider alternatives to Endologix AFX2 #endovascular grafts https://t.co/sY3YZABBpQ #patientsafe…,"[{'text': 'FDA', 'indices': [15, 19]}, {'text': 'endovascular', 'indices': [82, 95]}]","[{'url': 'https://t.co/sY3YZABBpQ', 'expanded_url': 'http://bit.ly/3Fu7YJi', 'display_url': 'bit.ly/3Fu7YJi', 'indices': [103, 126]}]","[{'screen_name': 'Slabodkin', 'name': 'Greg Slabodkin', 'id': 67408637, 'id_str': '67408637', 'indices': [3, 13]}]",1482041163125334025
1482043904123932679,1102227518432649216,,,2022-01-14 17:36:16+00:00,,Twitter for iPhone,na,WilleSog1177,Sun Mar 03 15:21:33 +0000 2019,26299,"I Love My Country, Im a Swedish Viking!",Somewhere,False,89,1124,,"RT @insideFDA: Who do you think was fastest? 👀

Competition was fierce as we headed to the track today for some karting 🏁

#FDA #KickOffWee…","[{'text': 'FDA', 'indices': [123, 127]}]",[],"[{'screen_name': 'insideFDA', 'name': 'FerrariDriverAcademy', 'id': 329686741, 'id_str': '329686741', 'indices': [3, 13]}]",1482041955953561607
1482043508068335619,1286017014230921217,1481791404229726210,593289567,2022-01-14 17:34:42+00:00,PeterHotez,Twitter for iPhone,Mark Pepper,Marcos_Pimenta2,Wed Jul 22 19:15:33 +0000 2020,1291,"All my opinions are just that, opinions. I am a husband, dad, democrat  I want a choice of vaccine against Covid-19. I want COVAXIN for myself and family.","Connecticut, USA",False,21,117,,"@PeterHotez In the meantime, while our children under 5 are exposed to Covid-19, @US_FDA is sitting on the EUA appl… https://t.co/2i4ulJpwfo",[],"[{'url': 'https://t.co/2i4ulJpwfo', 'expanded_url': 'https://twitter.com/i/web/status/1482043508068335619', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [0, 11]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [81, 88]}]",
1482043460068823046,885533909806714890,,,2022-01-14 17:34:30+00:00,,Twitter Web App,Anne Sparaco,AnneSparaco,Thu Jul 13 16:18:31 +0000 2017,3578,@13NewsNow Reporter 🎤 | @ICParkSchool alumn going from NJ ➡️ NY ➡️ VA |Retweets ≠ endorsements | Instagram: @anne_on_air,"Norfolk, VA",True,1163,1035,https://t.co/INJ1XrT8Db,"""Paxlovid"" is the latest @US_FDA Authorized Pfizer COVID-19 pill.
@UVA infectious disease experts tell us how it wo… https://t.co/LTsJOIw7gc",[],"[{'url': 'https://t.co/LTsJOIw7gc', 'expanded_url': 'https://twitter.com/i/web/status/1482043460068823046', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [25, 32]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [66, 70]}]",
1482043454259609606,1343441428920328193,1481981682974613505,800707492346925056,2022-01-14 17:34:29+00:00,axios,Twitter Web App,Next Centurion,NextCenturion,Mon Dec 28 06:20:23 +0000 2020,147,,,False,5,81,,@axios The Biden Administration’s plan to just continue to have #Pfizer and #Moderna keep tweaking their vaccines i… https://t.co/eF8HK0I21A,"[{'text': 'Pfizer', 'indices': [64, 71]}, {'text': 'Moderna', 'indices': [76, 84]}]","[{'url': 'https://t.co/eF8HK0I21A', 'expanded_url': 'https://twitter.com/i/web/status/1482043454259609606', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'screen_name': 'axios', 'name': 'Axios', 'id': 800707492346925056, 'id_str': '800707492346925056', 'indices': [0, 6]}]",
1482043392376852483,1284573003540504577,1482040755044720643,1262728480866930691,2022-01-14 17:34:14+00:00,O06563381,Twitter for Android,Pavel,Pavel34935596,Sat Jul 18 19:37:34 +0000 2020,93,,,False,4,58,,@O06563381 @B1llyTh2K3d @Ocugen @bionanogenomics @Yahoo @US_FDA @HealthCanada well???,[],[],"[{'screen_name': 'O06563381', 'name': 'John Leguizamo', 'id': 1262728480866930691, 'id_str': '1262728480866930691', 'indices': [0, 10]}, {'screen_name': 'B1llyTh2K3d', 'name': 'Billythekid123', 'id': 1456357158803709958, 'id_str': '1456357158803709958', 'indices': [11, 23]}, {'screen_name': 'Ocugen', 'name': 'Ocugen', 'id': 876589381791997952, 'id_str': '876589381791997952', 'indices': [24, 31]}, {'screen_name': 'bionanogenomics', 'name': 'Bionano Genomics, Inc.', 'id': 938080704, 'id_str': '938080704', 'indices': [32, 48]}, {'screen_name': 'Yahoo', 'name': 'Yahoo', 'id': 19380829, 'id_str': '19380829', 'indices': [49, 55]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [56, 63]}, {'screen_name': 'HealthCanada', 'name': 'Follow us @GovCanHealth', 'id': 928334374256472064, 'id_str': '928334374256472064', 'indices': [64, 77]}]",
1482043032400801794,1132305117670236160,,,2022-01-14 17:32:48+00:00,,Twitter for Android,Scuderia Ferrari Club Cork - Ireland,SFC_CorkIreland,Sat May 25 15:19:12 +0000 2019,7547,"We're Ireland's only official Scuderia Ferrari Fan Club!
#liveyourferraripassion
#essereFerrari
#ForzaFerrari

Our club is nationwide - come join us!",Ireland,False,261,1177,https://t.co/wY1NOB6Iew,"RT @insideFDA: Who do you think was fastest? 👀

Competition was fierce as we headed to the track today for some karting 🏁

#FDA #KickOffWee…","[{'text': 'FDA', 'indices': [123, 127]}]",[],"[{'screen_name': 'insideFDA', 'name': 'FerrariDriverAcademy', 'id': 329686741, 'id_str': '329686741', 'indices': [3, 13]}]",1482041955953561607
1482042955653210113,1395910534877257731,1482042372041195524,1476610798789308424,2022-01-14 17:32:30+00:00,PhilSmi50602350,Twitter for iPhone,HIEU TRAN the Insurance Man,HieuTrantheMAN,Sat May 22 01:13:16 +0000 2021,864,SERVICE // EDUCATE // PROTECT            👉📈stocks 👉💰cryptos                           👉🦠vaccines 👉🏡 real estates                  👉 🕹💻 metaverse,,False,80,56,,@PhilSmi50602350 @imp_ax @DrEricDing @US_FDA Exactly!!! Don't shut up and keep our voice LOUD AND DEMAND a stop to… https://t.co/bdlZ3UFkuT,[],"[{'url': 'https://t.co/bdlZ3UFkuT', 'expanded_url': 'https://twitter.com/i/web/status/1482042955653210113', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","[{'screen_name': 'PhilSmi50602350', 'name': 'Phil Smith', 'id': 1476610798789308424, 'id_str': '1476610798789308424', 'indices': [0, 16]}, {'screen_name': 'imp_ax', 'name': 'impAX', 'id': 1417544937269256200, 'id_str': '1417544937269256200', 'indices': [17, 24]}, {'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [25, 36]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [37, 44]}]",
